user,item,Time
107,6,"12 6, 2016"
108,6,"06 24, 2016"
109,6,"04 27, 2016"
110,6,"08 31, 2015"
111,6,"05 30, 2015"
112,6,"07 13, 2014"
113,6,"05 27, 2014"
114,6,"03 9, 2014"
115,6,"03 2, 2014"
116,6,"10 27, 2013"
117,6,"05 31, 2013"
118,6,"03 29, 2013"
119,6,"02 14, 2012"
120,6,"07 7, 2011"
20,6,"07 28, 2009"
121,6,"04 15, 2009"
122,6,"09 26, 2003"
123,6,"01 6, 2003"
124,6,"12 2, 2002"
125,6,"06 15, 2002"
126,6,"03 13, 2000"
127,7,"08 22, 2016"
108,7,"06 24, 2016"
128,7,"01 11, 2016"
129,8,"08 15, 2017"
130,7,"06 5, 2015"
131,7,"03 27, 2015"
132,7,"12 20, 2014"
133,7,"09 11, 2014"
134,7,"08 4, 2014"
135,7,"06 27, 2014"
136,7,"03 29, 2014"
137,7,"01 28, 2013"
138,8,"01 24, 2017"
139,8,"01 23, 2017"
140,7,"11 1, 2012"
141,7,"07 26, 2012"
142,7,"06 29, 2009"
143,8,"12 14, 2016"
144,7,"12 7, 2004"
145,8,"12 4, 2016"
122,7,"10 4, 2003"
146,8,"11 16, 2016"
147,8,"11 14, 2016"
148,8,"10 30, 2016"
149,7,"11 13, 2001"
150,8,"09 16, 2016"
151,8,"07 23, 2016"
152,8,"06 16, 2016"
153,8,"03 2, 2016"
154,8,"02 10, 2016"
155,9,"01 31, 2018"
156,8,"12 14, 2015"
157,8,"11 14, 2015"
158,9,"07 15, 2017"
159,9,"04 5, 2017"
160,9,"02 9, 2017"
161,8,"10 12, 2015"
143,9,"12 17, 2016"
162,8,"10 1, 2015"
163,9,"10 10, 2016"
164,8,"08 1, 2015"
165,8,"07 7, 2015"
166,9,"04 19, 2016"
167,9,"03 17, 2016"
168,8,"05 1, 2015"
169,8,"04 29, 2015"
170,9,"10 27, 2015"
171,8,"03 29, 2015"
172,9,"08 6, 2015"
173,9,"08 6, 2015"
174,9,"05 30, 2015"
175,8,"01 26, 2015"
176,8,"01 20, 2015"
177,9,"02 24, 2015"
32,8,"12 27, 2014"
178,8,"12 19, 2014"
6,8,"12 18, 2014"
179,9,"01 25, 2015"
180,9,"01 18, 2015"
181,9,"12 29, 2014"
182,8,"11 22, 2014"
183,8,"10 3, 2014"
184,9,"10 13, 2014"
185,9,"10 4, 2014"
186,9,"10 4, 2014"
187,9,"10 1, 2014"
188,9,"09 23, 2014"
189,10,"03 21, 2017"
190,10,"02 21, 2017"
191,10,"02 18, 2017"
192,8,"08 24, 2014"
193,9,"09 6, 2014"
194,10,"08 29, 2016"
195,8,"08 11, 2014"
196,9,"08 20, 2014"
197,10,"03 30, 2016"
198,10,"03 11, 2016"
99,8,"06 24, 2014"
199,10,"08 16, 2015"
200,10,"08 15, 2015"
201,10,"04 7, 2015"
202,10,"03 7, 2015"
203,10,"02 5, 2015"
204,10,"02 2, 2015"
205,8,"04 26, 2014"
206,9,"07 19, 2014"
207,10,"10 30, 2014"
208,9,"07 5, 2014"
209,9,"07 1, 2014"
210,10,"04 14, 2014"
211,8,"01 26, 2014"
212,10,"10 9, 2013"
213,10,"08 26, 2013"
214,10,"08 9, 2013"
215,10,"06 18, 2013"
216,8,"12 19, 2013"
217,9,"05 16, 2014"
218,10,"05 15, 2013"
219,8,"11 25, 2013"
220,8,"11 13, 2013"
221,9,"05 4, 2014"
222,8,"10 29, 2013"
223,10,"12 27, 2012"
224,9,"04 10, 2014"
225,10,"05 21, 2009"
226,10,"10 12, 2006"
227,10,"03 16, 2006"
37,10,"07 15, 2004"
228,8,"08 14, 2013"
229,10,"10 10, 2001"
230,8,"07 17, 2013"
231,9,"04 7, 2014"
232,9,"03 24, 2014"
233,9,"03 21, 2014"
234,8,"03 1, 2013"
235,9,"01 9, 2014"
236,9,"01 3, 2014"
237,9,"01 3, 2014"
238,9,"01 1, 2014"
239,8,"01 23, 2013"
240,9,"12 23, 2013"
44,9,"12 16, 2013"
241,9,"12 1, 2013"
242,8,"11 11, 2012"
243,9,"10 15, 2013"
244,9,"10 7, 2013"
245,9,"09 28, 2013"
246,11,"01 10, 2018"
247,11,"08 19, 2017"
189,11,"03 21, 2017"
88,11,"01 28, 2017"
248,9,"08 18, 2013"
249,11,"09 12, 2016"
250,11,"07 19, 2016"
251,11,"06 13, 2016"
252,8,"05 16, 2011"
129,12,"08 15, 2017"
198,11,"03 2, 2016"
253,8,"02 27, 2011"
254,9,"07 23, 2013"
255,11,"10 28, 2015"
57,8,"01 18, 2011"
256,11,"10 2, 2015"
257,8,"12 30, 2010"
258,11,"09 7, 2015"
199,11,"08 16, 2015"
259,9,"07 10, 2013"
201,11,"04 7, 2015"
103,8,"08 27, 2010"
260,11,"02 23, 2015"
261,11,"02 15, 2015"
262,9,"06 20, 2013"
207,11,"10 30, 2014"
263,11,"10 19, 2014"
264,9,"06 12, 2013"
173,11,"10 4, 2014"
265,9,"06 3, 2013"
266,11,"07 25, 2014"
267,8,"01 1, 2010"
268,9,"05 18, 2013"
138,12,"01 24, 2017"
139,12,"01 23, 2017"
269,8,"06 11, 2009"
270,11,"09 11, 2013"
271,8,"01 19, 2009"
143,12,"12 14, 2016"
218,11,"05 15, 2013"
272,11,"05 5, 2013"
145,12,"12 4, 2016"
146,12,"11 16, 2016"
147,12,"11 14, 2016"
273,8,"04 14, 2008"
148,12,"10 30, 2016"
274,9,"02 27, 2013"
275,11,"02 1, 2012"
276,9,"02 16, 2013"
225,11,"04 28, 2009"
150,12,"09 16, 2016"
277,8,"12 7, 2007"
278,11,"07 12, 2005"
279,8,"08 25, 2007"
280,8,"07 3, 2007"
37,11,"09 12, 2002"
151,12,"07 23, 2016"
281,11,"12 17, 2001"
282,9,"01 7, 2013"
283,9,"01 4, 2013"
152,12,"06 16, 2016"
284,9,"12 31, 2012"
285,8,"03 23, 2006"
286,9,"11 25, 2012"
287,8,"09 16, 2005"
22,8,"09 1, 2005"
288,8,"03 5, 2005"
289,9,"09 8, 2012"
290,8,"05 22, 2004"
291,8,"05 17, 2004"
153,12,"03 2, 2016"
292,9,"08 25, 2012"
293,9,"08 24, 2012"
294,9,"08 13, 2012"
154,12,"02 10, 2016"
295,9,"06 25, 2012"
296,8,"05 13, 2003"
297,8,"12 10, 2002"
156,12,"12 14, 2015"
17,9,"03 14, 2012"
157,12,"11 14, 2015"
298,9,"11 6, 2011"
161,12,"10 12, 2015"
299,9,"09 18, 2011"
162,12,"10 1, 2015"
300,8,"10 4, 2000"
301,8,"08 14, 2000"
302,8,"08 8, 2000"
303,8,"04 14, 2000"
304,9,"04 26, 2011"
164,12,"08 1, 2015"
165,12,"07 7, 2015"
168,12,"05 1, 2015"
169,12,"04 29, 2015"
171,12,"03 29, 2015"
305,9,"02 20, 2007"
175,12,"01 26, 2015"
176,12,"01 20, 2015"
306,9,"03 2, 2006"
32,12,"12 27, 2014"
307,9,"02 4, 2006"
178,12,"12 19, 2014"
6,12,"12 18, 2014"
182,12,"11 22, 2014"
308,9,"12 4, 2005"
183,12,"10 3, 2014"
309,9,"11 29, 2005"
310,9,"11 19, 2005"
192,12,"08 24, 2014"
195,12,"08 11, 2014"
311,9,"11 13, 2005"
99,12,"06 24, 2014"
205,12,"04 26, 2014"
211,12,"01 26, 2014"
216,12,"12 19, 2013"
219,12,"11 25, 2013"
220,12,"11 13, 2013"
222,12,"10 29, 2013"
228,12,"08 14, 2013"
230,12,"07 17, 2013"
234,12,"03 1, 2013"
239,12,"01 23, 2013"
312,13,"11 24, 2017"
313,13,"06 27, 2017"
314,13,"05 25, 2016"
315,13,"03 9, 2016"
316,13,"01 8, 2016"
24,13,"12 17, 2015"
317,13,"08 31, 2015"
318,13,"08 17, 2015"
319,13,"08 12, 2015"
320,13,"07 14, 2015"
321,13,"06 27, 2015"
322,13,"06 26, 2015"
323,13,"06 14, 2015"
261,13,"06 4, 2015"
324,13,"05 30, 2015"
325,13,"05 17, 2015"
326,13,"05 11, 2015"
327,13,"05 9, 2015"
328,13,"05 3, 2015"
329,13,"04 26, 2015"
330,13,"04 24, 2015"
331,13,"04 15, 2015"
332,13,"04 12, 2015"
333,14,"08 6, 2017"
334,14,"05 15, 2017"
230,14,"02 8, 2017"
335,14,"07 8, 2016"
336,14,"05 26, 2016"
337,14,"03 31, 2016"
338,14,"02 10, 2016"
339,14,"01 15, 2016"
340,14,"11 30, 2015"
341,15,"11 13, 2017"
342,15,"03 12, 2017"
343,15,"10 11, 2014"
344,14,"02 24, 2015"
98,15,"07 4, 2012"
345,15,"06 1, 2010"
346,14,"01 6, 2015"
347,14,"12 3, 2014"
297,15,"08 16, 2007"
348,15,"09 12, 2006"
13,15,"05 30, 2003"
349,15,"04 2, 2002"
350,15,"03 25, 2002"
351,15,"09 30, 2001"
352,14,"07 14, 2014"
353,14,"07 1, 2014"
354,14,"06 16, 2014"
205,14,"06 12, 2014"
355,15,"12 19, 2000"
74,15,"10 28, 2000"
356,15,"07 1, 2000"
357,14,"05 2, 2014"
358,14,"04 27, 2014"
359,15,"04 25, 2000"
360,14,"09 5, 2012"
361,14,"06 16, 2010"
362,14,"04 12, 2010"
363,14,"01 10, 2009"
364,14,"10 20, 2008"
297,14,"08 4, 2008"
365,14,"11 13, 2007"
366,14,"07 6, 2007"
367,14,"12 27, 2005"
368,14,"07 17, 2005"
369,14,"02 17, 2005"
370,14,"04 24, 2004"
371,14,"12 28, 2002"
372,14,"05 1, 2002"
296,14,"06 22, 2000"
373,16,"09 8, 2017"
374,16,"12 17, 2016"
375,16,"07 22, 2016"
376,16,"12 10, 2014"
377,16,"08 10, 2012"
378,16,"07 9, 2007"
379,16,"09 28, 2005"
380,16,"03 21, 2002"
381,16,"09 10, 2001"
382,16,"04 24, 2000"
13,16,"03 6, 2000"
383,17,"12 10, 2017"
384,17,"12 3, 2017"
158,17,"11 17, 2017"
385,17,"10 15, 2017"
386,17,"09 15, 2017"
159,17,"04 5, 2017"
387,17,"07 10, 2016"
388,17,"04 25, 2016"
290,17,"02 27, 2016"
389,17,"02 18, 2016"
390,17,"12 19, 2015"
170,17,"10 27, 2015"
391,17,"09 11, 2015"
199,17,"08 16, 2015"
392,17,"07 28, 2015"
393,17,"07 18, 2015"
394,18,"07 1, 2017"
395,18,"01 10, 2017"
396,18,"12 11, 2016"
397,18,"11 13, 2016"
398,18,"09 7, 2016"
399,17,"05 12, 2015"
400,18,"08 30, 2015"
401,18,"07 22, 2015"
402,18,"05 2, 2015"
403,18,"04 25, 2015"
172,17,"04 21, 2015"
404,18,"02 28, 2015"
405,18,"12 25, 2014"
406,18,"12 7, 2014"
407,18,"11 2, 2014"
408,18,"10 28, 2014"
409,18,"10 15, 2014"
410,18,"10 10, 2014"
411,18,"06 28, 2014"
412,18,"05 14, 2014"
413,17,"02 10, 2015"
414,18,"02 22, 2014"
415,18,"12 7, 2013"
416,18,"11 25, 2013"
179,17,"02 1, 2015"
180,17,"01 18, 2015"
181,17,"01 10, 2015"
417,17,"01 7, 2015"
418,17,"01 2, 2015"
419,17,"12 2, 2014"
259,17,"11 30, 2014"
196,17,"11 24, 2014"
186,17,"10 4, 2014"
184,17,"09 24, 2014"
188,17,"09 23, 2014"
420,17,"09 18, 2014"
421,17,"09 4, 2014"
422,17,"08 26, 2014"
423,17,"08 20, 2014"
424,17,"08 18, 2014"
425,17,"08 7, 2014"
366,17,"08 2, 2014"
206,17,"07 19, 2014"
426,17,"06 24, 2014"
427,17,"06 18, 2014"
428,17,"06 8, 2014"
217,17,"05 16, 2014"
429,17,"05 13, 2014"
221,17,"05 4, 2014"
430,17,"04 30, 2014"
431,17,"04 25, 2014"
432,17,"04 22, 2014"
232,17,"03 24, 2014"
233,17,"03 21, 2014"
433,17,"03 19, 2014"
434,17,"03 1, 2014"
435,17,"01 17, 2014"
241,17,"01 17, 2014"
436,17,"01 12, 2014"
237,17,"01 11, 2014"
437,17,"12 30, 2013"
438,17,"12 28, 2013"
439,17,"12 5, 2013"
262,17,"11 30, 2013"
440,17,"11 16, 2013"
441,17,"11 12, 2013"
442,17,"10 31, 2013"
244,17,"10 7, 2013"
264,17,"08 30, 2013"
443,17,"08 30, 2013"
444,17,"08 30, 2013"
445,17,"07 19, 2013"
293,17,"07 18, 2013"
265,17,"06 27, 2013"
446,17,"05 8, 2013"
447,17,"04 30, 2013"
448,17,"04 27, 2013"
449,17,"04 27, 2013"
450,17,"04 17, 2013"
451,17,"03 3, 2013"
276,17,"02 16, 2013"
452,17,"02 7, 2013"
453,17,"01 18, 2013"
454,17,"01 11, 2013"
283,17,"01 4, 2013"
455,17,"12 22, 2012"
456,17,"10 18, 2012"
294,17,"08 13, 2012"
17,17,"05 8, 2012"
457,17,"04 14, 2012"
298,17,"02 9, 2012"
458,17,"09 17, 2011"
304,17,"09 10, 2011"
459,17,"08 12, 2011"
460,17,"07 18, 2011"
461,19,"06 28, 2016"
462,19,"09 29, 2013"
463,19,"09 18, 2013"
464,19,"09 15, 2013"
465,19,"09 15, 2013"
466,19,"09 15, 2013"
467,19,"09 13, 2013"
468,19,"12 22, 2012"
103,19,"07 6, 2010"
469,19,"04 29, 2009"
470,19,"05 14, 2002"
471,20,"06 10, 2017"
472,20,"04 8, 2017"
152,20,"07 1, 2016"
473,20,"08 18, 2015"
474,20,"04 29, 2015"
475,20,"09 28, 2014"
476,20,"01 20, 2014"
477,20,"06 3, 2013"
478,20,"03 8, 2013"
103,20,"10 5, 2010"
479,20,"05 30, 2006"
280,20,"04 29, 2005"
480,21,"01 19, 2018"
481,21,"08 28, 2017"
482,21,"04 21, 2016"
483,21,"03 29, 2016"
484,21,"02 25, 2016"
485,21,"10 21, 2015"
486,21,"08 19, 2015"
487,21,"02 25, 2015"
488,21,"01 17, 2015"
489,21,"09 18, 2014"
490,21,"02 21, 2014"
491,21,"05 14, 2008"
492,21,"04 27, 2007"
493,21,"09 28, 2006"
494,21,"02 9, 2005"
366,21,"05 31, 2004"
495,21,"01 31, 2004"
496,21,"02 5, 2003"
497,22,"02 9, 2018"
498,22,"12 31, 2017"
499,22,"10 29, 2017"
500,22,"10 15, 2017"
501,22,"05 27, 2017"
376,22,"03 26, 2017"
502,22,"01 11, 2017"
153,22,"12 20, 2016"
503,22,"11 30, 2016"
504,22,"09 19, 2016"
505,22,"07 19, 2016"
152,22,"07 3, 2016"
506,22,"06 16, 2016"
507,22,"06 7, 2016"
508,23,"07 11, 2017"
509,23,"06 25, 2017"
510,23,"06 27, 2016"
511,23,"07 4, 2015"
287,24,"03 7, 2018"
512,24,"12 15, 2017"
513,23,"04 27, 2015"
514,22,"01 1, 2016"
515,23,"01 27, 2015"
516,22,"10 29, 2015"
517,23,"09 6, 2014"
518,22,"10 17, 2015"
519,24,"02 7, 2017"
520,24,"01 18, 2017"
521,23,"04 8, 2014"
522,23,"02 3, 2014"
240,23,"01 11, 2014"
523,23,"04 5, 2013"
157,22,"06 8, 2015"
524,23,"02 8, 2013"
62,23,"01 30, 2013"
525,23,"09 3, 2012"
526,23,"09 7, 2011"
527,23,"10 25, 2010"
528,23,"10 18, 2010"
529,24,"02 29, 2016"
530,22,"03 27, 2015"
531,23,"02 12, 2010"
532,23,"09 6, 2009"
533,22,"03 18, 2015"
534,23,"12 21, 2008"
535,23,"12 2, 2008"
536,23,"10 21, 2008"
537,23,"10 4, 2008"
538,22,"02 17, 2015"
539,22,"01 27, 2015"
540,22,"01 26, 2015"
541,24,"05 21, 2015"
482,22,"01 4, 2015"
542,22,"12 31, 2014"
13,23,"04 5, 2008"
543,22,"12 16, 2014"
544,23,"02 28, 2008"
545,23,"02 18, 2008"
546,22,"11 29, 2014"
547,23,"02 2, 2008"
548,23,"01 9, 2008"
141,24,"11 13, 2014"
549,22,"11 13, 2014"
550,23,"11 7, 2007"
551,22,"10 28, 2014"
349,23,"03 3, 2007"
552,22,"10 5, 2014"
553,23,"12 16, 2006"
554,23,"09 28, 2006"
555,22,"09 9, 2014"
556,23,"02 18, 2006"
557,23,"01 15, 2006"
558,23,"10 10, 2005"
559,22,"07 28, 2014"
560,23,"07 31, 2005"
561,23,"06 20, 2005"
562,23,"06 11, 2005"
103,22,"07 6, 2014"
563,24,"06 30, 2013"
564,24,"03 9, 2013"
565,23,"02 18, 2004"
566,24,"02 4, 2013"
567,22,"05 13, 2014"
568,23,"12 9, 2002"
569,23,"07 29, 2002"
570,23,"06 20, 2002"
571,24,"10 3, 2009"
306,24,"02 28, 2009"
572,24,"08 1, 2008"
86,22,"03 4, 2014"
573,24,"05 25, 2007"
574,22,"02 11, 2014"
438,22,"02 11, 2014"
211,22,"01 26, 2014"
560,24,"08 3, 2005"
575,24,"09 12, 2002"
359,24,"06 6, 2000"
576,22,"11 8, 2013"
222,22,"09 18, 2013"
577,22,"07 2, 2013"
578,22,"05 16, 2013"
579,22,"03 18, 2013"
580,22,"02 22, 2013"
581,22,"02 17, 2013"
582,22,"08 15, 2012"
98,22,"07 4, 2012"
477,22,"03 30, 2012"
583,22,"01 17, 2012"
362,22,"01 3, 2012"
14,22,"12 22, 2011"
584,22,"11 3, 2011"
585,22,"01 12, 2011"
586,22,"11 8, 2010"
587,22,"03 7, 2010"
280,22,"01 12, 2010"
588,22,"11 28, 2009"
469,22,"10 22, 2009"
589,22,"09 18, 2008"
590,22,"02 9, 2006"
591,22,"10 29, 2004"
592,22,"08 7, 2002"
593,22,"06 7, 2000"
594,22,"05 22, 2000"
595,22,"12 23, 1999"
596,25,"05 27, 2017"
108,25,"06 24, 2016"
597,25,"12 24, 2015"
111,25,"03 30, 2015"
77,25,"02 26, 2015"
598,25,"01 22, 2015"
599,25,"01 4, 2015"
600,25,"12 1, 2014"
112,25,"08 15, 2014"
134,25,"08 4, 2014"
601,25,"08 2, 2014"
488,25,"06 25, 2014"
346,25,"06 19, 2014"
602,25,"04 1, 2014"
114,25,"03 15, 2014"
603,25,"11 27, 2008"
144,25,"11 17, 2004"
604,25,"09 18, 2004"
122,25,"07 12, 2003"
605,25,"01 3, 2003"
125,25,"06 13, 2002"
606,26,"09 4, 2017"
498,26,"03 31, 2017"
607,26,"12 30, 2016"
127,26,"08 22, 2016"
608,26,"06 25, 2016"
108,26,"06 24, 2016"
505,26,"01 20, 2016"
609,26,"10 31, 2015"
610,26,"10 23, 2015"
346,26,"09 14, 2015"
611,27,"09 27, 2017"
612,27,"08 19, 2017"
613,26,"11 17, 2014"
614,27,"02 25, 2017"
615,27,"10 27, 2015"
134,26,"08 4, 2014"
616,27,"06 27, 2015"
617,27,"05 18, 2015"
103,27,"04 7, 2015"
114,26,"03 2, 2014"
618,27,"03 21, 2015"
619,26,"01 30, 2014"
620,27,"06 13, 2014"
621,27,"02 23, 2014"
466,27,"08 3, 2013"
622,27,"07 25, 2013"
623,27,"07 24, 2013"
624,27,"07 21, 2013"
464,27,"07 16, 2013"
625,27,"07 15, 2013"
119,26,"06 8, 2012"
626,27,"02 23, 2013"
627,27,"02 6, 2013"
628,27,"04 30, 2009"
629,27,"09 15, 2005"
554,27,"04 25, 2004"
144,26,"12 4, 2004"
122,26,"05 30, 2003"
125,26,"08 11, 2002"
366,26,"07 2, 2002"
300,26,"09 21, 2000"
630,28,"08 30, 2017"
631,29,"03 15, 2018"
632,29,"02 1, 2018"
633,29,"01 18, 2018"
634,28,"03 22, 2013"
635,29,"07 27, 2017"
636,28,"11 20, 2008"
637,29,"07 19, 2017"
366,28,"07 22, 2008"
638,28,"10 26, 2004"
639,28,"07 26, 2004"
640,28,"05 13, 2004"
641,28,"08 4, 2003"
642,28,"02 21, 2001"
643,28,"03 16, 2000"
644,29,"10 18, 2016"
645,29,"05 18, 2016"
646,29,"08 29, 2015"
647,29,"05 19, 2015"
648,29,"03 12, 2015"
649,29,"03 8, 2015"
650,29,"11 13, 2014"
651,29,"09 11, 2014"
652,29,"09 10, 2014"
653,29,"07 15, 2014"
654,30,"07 6, 2017"
655,30,"04 25, 2017"
656,30,"04 22, 2017"
657,29,"03 7, 2014"
658,30,"09 25, 2015"
659,29,"09 4, 2013"
660,29,"07 1, 2013"
661,29,"06 22, 2013"
662,30,"12 14, 2014"
663,29,"12 20, 2011"
664,29,"04 19, 2011"
665,30,"10 6, 2013"
20,30,"04 7, 2013"
666,29,"05 16, 2007"
667,29,"02 6, 2007"
668,31,"08 24, 2015"
669,31,"08 13, 2015"
586,30,"07 24, 2010"
670,29,"12 27, 2005"
671,29,"12 9, 2005"
672,31,"09 1, 2014"
103,31,"08 30, 2014"
103,30,"04 17, 2006"
673,31,"06 21, 2014"
671,30,"01 8, 2006"
674,29,"04 15, 2005"
626,31,"08 12, 2013"
675,30,"02 25, 2003"
676,31,"12 6, 2008"
296,29,"10 28, 2003"
225,31,"08 21, 2007"
554,31,"05 9, 2004"
677,29,"04 28, 2003"
675,29,"03 6, 2003"
678,30,"01 30, 2001"
679,29,"09 5, 2002"
296,30,"01 4, 2000"
680,29,"05 7, 2000"
681,32,"01 11, 2018"
601,32,"03 22, 2015"
682,32,"03 3, 2015"
683,32,"02 22, 2015"
684,32,"01 8, 2015"
685,32,"01 8, 2015"
686,32,"01 7, 2015"
78,33,"02 20, 2018"
687,33,"01 4, 2018"
688,32,"05 16, 2014"
689,33,"11 13, 2017"
690,33,"11 1, 2017"
467,32,"07 2, 2013"
691,33,"10 16, 2017"
692,33,"10 14, 2017"
693,33,"10 5, 2017"
694,33,"09 10, 2017"
695,32,"01 4, 2013"
696,33,"06 19, 2017"
697,33,"02 1, 2017"
225,32,"12 27, 2011"
698,32,"03 4, 2011"
103,32,"12 8, 2010"
554,32,"03 30, 2004"
629,32,"05 21, 2003"
699,33,"01 5, 2017"
700,33,"11 8, 2016"
701,33,"10 27, 2016"
702,33,"07 18, 2016"
560,33,"04 7, 2016"
703,33,"11 24, 2015"
704,33,"11 2, 2015"
705,33,"10 29, 2015"
706,33,"10 22, 2015"
707,33,"10 19, 2015"
708,33,"09 8, 2015"
103,33,"09 1, 2015"
709,33,"08 24, 2015"
710,33,"08 19, 2015"
711,33,"08 12, 2015"
712,33,"08 9, 2015"
99,33,"06 25, 2015"
713,33,"06 23, 2015"
714,33,"06 21, 2015"
715,33,"06 28, 2014"
498,34,"03 31, 2017"
441,34,"11 13, 2016"
108,34,"06 24, 2016"
110,34,"10 7, 2015"
114,34,"06 4, 2015"
111,34,"04 17, 2015"
716,34,"05 13, 2014"
717,34,"09 27, 2007"
718,34,"06 7, 2004"
125,34,"09 13, 2003"
122,34,"07 6, 2003"
605,34,"12 6, 2002"
366,34,"06 25, 2002"
719,34,"01 7, 2002"
720,35,"10 17, 2017"
721,35,"09 18, 2017"
450,35,"02 2, 2017"
105,36,"06 6, 2017"
106,36,"12 28, 2016"
107,36,"12 6, 2016"
722,35,"03 5, 2016"
108,36,"06 24, 2016"
723,35,"09 5, 2015"
109,36,"04 27, 2016"
110,36,"08 31, 2015"
724,35,"10 19, 2014"
111,36,"05 30, 2015"
725,35,"09 12, 2014"
726,35,"07 6, 2014"
85,35,"01 29, 2014"
727,35,"01 6, 2014"
112,36,"07 13, 2014"
113,36,"05 27, 2014"
114,36,"03 9, 2014"
477,35,"11 15, 2012"
115,36,"03 2, 2014"
116,36,"10 27, 2013"
728,35,"01 4, 2010"
117,36,"05 31, 2013"
118,36,"03 29, 2013"
536,35,"08 24, 2008"
308,35,"07 27, 2008"
119,36,"02 14, 2012"
120,36,"07 7, 2011"
729,35,"08 6, 2004"
20,36,"07 28, 2009"
121,36,"04 15, 2009"
311,35,"07 8, 2003"
122,36,"09 26, 2003"
123,36,"01 6, 2003"
124,36,"12 2, 2002"
125,36,"06 15, 2002"
126,36,"03 13, 2000"
730,37,"02 9, 2018"
731,37,"03 29, 2016"
732,37,"01 14, 2016"
733,37,"06 14, 2015"
734,37,"06 8, 2015"
735,37,"12 20, 2014"
736,37,"01 3, 2011"
737,37,"04 2, 2004"
738,37,"01 16, 2003"
739,37,"10 31, 2001"
740,37,"06 10, 2001"
741,38,"02 22, 2018"
742,38,"09 7, 2017"
743,38,"05 27, 2017"
382,38,"03 7, 2017"
744,38,"06 7, 2015"
148,38,"02 6, 2015"
745,38,"12 13, 2014"
746,38,"11 29, 2014"
246,39,"01 10, 2018"
747,38,"05 9, 2014"
748,38,"02 28, 2014"
749,39,"06 5, 2017"
189,39,"03 21, 2017"
750,39,"03 20, 2017"
29,38,"11 30, 2012"
751,38,"10 16, 2012"
752,39,"08 14, 2016"
251,39,"06 13, 2016"
753,39,"05 13, 2016"
198,39,"02 7, 2016"
77,38,"07 11, 2007"
754,38,"09 11, 2002"
755,38,"06 16, 2002"
205,38,"04 28, 2002"
256,39,"10 2, 2015"
756,39,"09 30, 2015"
372,39,"08 7, 2015"
757,38,"11 18, 2000"
758,38,"02 18, 2000"
201,39,"04 7, 2015"
