user,item
527,23
528,23
529,23
530,23
531,23
532,23
533,23
534,23
535,23
536,23
537,23
538,23
539,23
540,23
541,23
542,23
543,23
544,23
545,23
546,23
547,23
548,23
549,23
550,23
551,23
552,23
553,24
554,24
536,24
549,24
555,24
556,24
557,24
524,24
558,24
540,24
559,24
560,24
561,24
562,24
563,24
564,24
565,24
228,24
566,24
567,25
568,25
569,25
570,25
571,25
572,25
573,25
574,25
560,25
575,25
536,25
576,25
577,25
578,25
554,25
250,25
579,26
580,26
581,26
582,26
525,26
583,26
584,26
585,26
586,26
587,26
588,26
589,26
590,27
591,27
592,27
593,27
594,27
595,27
596,27
597,27
598,27
599,27
600,28
601,28
602,28
90,28
603,28
604,28
605,28
606,28
607,28
608,28
609,28
610,28
611,28
612,28
613,28
614,28
615,28
616,28
617,28
618,28
619,28
620,28
621,28
622,28
623,28
624,28
625,28
626,28
627,28
628,28
629,29
630,29
631,29
632,29
620,29
633,29
634,29
614,29
635,29
636,29
637,29
638,29
639,29
640,29
641,29
642,29
643,29
644,29
645,29
646,29
647,29
648,29
649,30
650,30
651,30
652,30
653,30
654,30
655,30
656,30
657,30
658,30
659,30
660,30
661,30
662,30
663,30
664,30
665,30
666,30
667,31
668,31
573,31
554,31
669,31
551,31
570,31
547,31
670,31
546,31
671,32
672,32
673,32
674,32
675,32
676,32
677,32
465,32
678,32
679,32
680,32
681,32
682,32
683,32
684,32
685,32
686,32
687,32
688,32
689,32
690,32
691,32
692,32
693,32
694,32
695,33
696,33
697,33
698,33
699,33
700,33
701,33
702,33
703,33
704,33
705,33
706,33
707,33
708,33
709,33
710,33
711,33
712,33
713,33
714,33
715,33
716,33
717,33
718,33
719,33
720,33
721,33
722,33
723,33
724,33
725,33
726,33
727,33
728,33
729,33
730,33
731,33
732,33
733,33
734,33
735,33
736,33
737,33
738,33
739,33
740,33
741,33
742,33
743,33
744,34
745,34
746,34
747,34
748,34
749,34
750,34
751,34
752,34
753,34
754,34
755,34
756,34
757,34
758,34
759,34
760,34
761,35
762,35
763,35
764,35
765,35
766,35
767,35
768,35
702,35
769,35
700,35
770,35
771,35
772,35
773,35
774,35
775,35
776,35
777,35
778,35
735,35
779,35
780,35
781,35
782,35
783,35
784,35
785,35
786,35
787,35
788,35
789,35
790,35
791,35
792,35
793,35
794,35
795,35
796,35
797,35
798,35
799,35
721,35
800,35
801,35
802,35
803,35
804,35
805,35
806,35
807,35
730,35
808,35
809,35
810,35
743,35
811,36
812,36
480,36
813,36
814,36
815,36
816,36
817,36
818,36
819,36
820,36
821,36
822,36
823,36
824,36
825,36
826,37
827,37
828,37
829,37
830,37
831,37
832,37
833,37
834,37
835,37
836,37
837,37
838,37
839,37
840,37
841,37
842,37
843,37
473,37
844,37
845,37
846,37
847,37
848,37
849,37
850,37
851,37
852,38
853,38
854,38
855,38
856,38
857,38
858,38
859,38
860,38
861,38
862,38
863,38
864,38
865,39
866,39
867,39
868,39
869,39
870,39
871,39
872,39
873,39
874,39
875,39
876,39
877,39
878,39
879,39
880,39
881,39
882,39
883,39
884,39
885,39
886,39
887,39
888,39
889,39
890,39
891,39
892,39
893,39
894,39
895,39
896,39
897,39
898,39
899,39
900,39
901,39
902,39
903,39
904,39
905,39
906,39
907,39
908,39
909,40
910,40
911,40
912,40
913,40
914,40
915,40
871,40
916,40
917,40
918,40
919,40
920,40
921,40
922,40
923,40
924,40
925,41
926,41
927,41
928,41
929,41
930,41
931,41
932,41
933,41
289,41
934,41
285,41
935,41
936,41
937,41
938,41
939,41
940,41
941,42
942,42
943,42
944,42
945,42
946,42
947,42
948,42
949,42
950,42
951,42
952,42
953,42
954,42
458,42
955,43
956,43
957,43
958,43
959,43
960,43
61,43
961,43
962,43
86,43
963,43
964,43
965,43
966,43
72,43
967,43
968,43
969,43
970,43
101,43
971,43
972,44
973,44
974,44
975,44
629,44
601,44
976,44
625,44
977,44
978,44
979,44
980,44
981,44
982,44
983,44
984,44
985,44
986,44
987,44
623,44
610,44
603,44
620,44
988,44
627,44
989,44
990,44
991,45
992,45
993,45
994,45
978,45
995,45
975,45
996,45
636,45
617,45
613,45
997,45
998,45
623,45
445,45
981,45
999,45
1000,45
620,45
629,45
637,45
625,45
606,45
1001,45
984,45
977,45
621,45
1002,45
466,46
1003,46
1004,46
1005,46
1006,46
1007,46
1008,46
1009,46
1010,46
1011,46
1012,46
1013,46
188,46
1014,46
1015,47
1016,47
1017,47
1018,47
1019,47
1020,47
1021,47
1022,47
1023,47
1024,47
1025,47
1026,47
1027,47
1028,47
1029,47
1030,47
1031,47
1032,47
1033,47
1034,47
1035,48
1036,48
1037,48
1038,48
787,48
1039,48
1040,48
1041,48
1042,48
1043,48
1044,48
1045,48
757,48
1046,48
1047,49
1048,49
1049,49
1050,49
1051,49
1052,49
1053,49
1054,49
1055,49
1056,49
1057,50
1058,50
1059,50
1060,50
1061,50
1062,50
1063,50
1064,50
1065,50
1066,50
1067,51
1068,51
1069,51
1070,51
1071,51
1072,51
1073,51
1074,51
1075,51
1076,51
1077,51
1078,52
1079,52
1080,52
1081,52
1082,52
1083,52
1084,52
1085,52
156,52
1086,52
1087,52
1088,52
1089,52
1090,52
1091,52
1092,52
1069,52
1093,52
1094,52
1095,52
1096,52
1097,52
1098,52
1099,52
1100,52
1076,52
1101,53
1102,53
1103,53
1104,53
1105,53
1106,53
1091,53
1107,53
1108,53
1109,53
1110,53
1111,53
1112,53
1113,53
1114,53
1115,53
1116,53
1117,54
1118,54
1119,54
1120,54
1121,54
1122,54
470,54
1123,54
1124,54
1125,54
1126,54
1127,54
1128,54
1129,54
1130,54
1131,54
1132,54
1133,54
1134,54
1135,54
1136,54
1137,54
1138,54
1139,54
1140,54
1141,54
1142,54
1143,54
1144,54
1145,54
1146,54
1147,54
1148,54
1149,54
1150,54
212,54
1151,54
1152,54
1125,55
1153,55
1154,55
1155,55
1156,55
1157,55
1158,55
1159,55
1160,55
1161,55
1162,55
1163,55
1164,55
1165,55
1166,55
1167,55
1168,55
1169,55
1170,55
1171,55
178,55
1172,55
1173,55
1174,55
1007,55
1175,55
1176,55
1177,55
1178,56
1179,56
1180,56
1181,56
1182,56
1129,56
1183,56
1184,56
1185,56
1186,56
1187,56
1188,56
1189,56
1190,57
1191,57
1192,57
1193,57
1194,57
1195,57
1196,57
1197,57
1198,57
1199,57
1200,57
1201,57
1202,57
1203,57
895,57
1204,57
1205,57
481,57
1206,57
1207,58
1208,58
1209,58
1210,58
1211,58
1212,58
1213,58
1214,58
1215,58
1216,58
1217,58
1218,58
1219,58
1220,58
1221,58
1222,58
1223,58
1224,58
1225,58
1226,58
1227,58
1228,58
1229,58
1230,58
1231,59
1232,59
1233,59
1234,59
1235,59
1236,59
1237,59
1238,59
889,59
1239,59
1240,59
382,59
1241,59
1242,59
1243,59
1244,59
1245,59
1246,60
1247,60
1248,60
1249,60
1250,60
1251,60
1252,60
1253,60
1254,60
1255,60
1256,60
1257,60
1258,60
1259,60
1260,60
1261,60
1262,60
1263,60
1264,60
733,60
1265,60
1266,60
1267,60
1268,60
1269,60
1270,60
1271,60
1272,60
1273,60
1274,60
1275,60
1276,60
1277,60
1278,60
1279,60
1280,60
1281,60
1282,60
1283,61
1284,61
1285,61
1286,61
1287,61
1288,61
1289,61
1290,61
1291,61
1292,61
1293,61
1294,62
1295,62
1296,62
1297,62
1298,62
1299,62
1300,62
1301,62
1302,62
1303,62
1304,62
341,62
1305,62
1306,62
1307,62
1308,62
1309,62
1310,62
1311,62
266,62
1312,62
1313,62
1314,62
120,62
1315,62
1316,62
1317,62
1318,62
1319,63
1320,63
1321,63
1322,63
1323,63
1324,63
1325,63
1326,63
1327,63
1328,63
1329,63
1330,63
1331,63
1332,63
1333,63
1334,63
1335,63
1336,63
1337,63
1338,63
1339,63
80,63
1340,63
676,63
1341,63
1342,63
1343,63
1344,63
1345,63
1346,63
1347,63
1348,63
1349,63
1350,64
1351,64
921,64
562,64
1352,64
1353,64
1354,64
1355,64
1356,64
1357,64
597,64
1358,64
1359,64
1360,64
1361,64
1362,64
1363,64
1364,65
1365,65
1366,65
1367,65
1368,65
1369,65
70,65
1370,65
1371,65
1372,65
1373,65
1374,65
1375,65
1376,65
1377,65
1378,65
110,65
1379,65
1380,65
1381,66
1382,66
1383,66
1384,66
703,66
1385,66
1386,66
1387,66
1388,66
1389,66
1390,66
1391,66
1392,66
1393,66
1394,66
182,66
1395,66
1396,66
1397,66
1398,66
1399,66
1400,66
1401,66
1402,66
1403,66
693,66
1404,66
1405,66
1406,66
1407,66
1408,67
1409,67
1410,67
1411,67
1412,67
1413,67
1414,67
1415,67
1416,67
1417,67
1418,67
1419,68
1420,68
1421,68
1422,68
1423,68
1424,68
1425,68
1426,68
1427,68
1428,68
1429,68
1430,68
1431,68
1432,68
1433,68
1434,68
1435,68
1436,68
1437,68
1438,69
1439,69
1440,69
1441,69
1442,69
1443,69
287,69
1444,69
1445,69
1446,69
1447,69
1448,69
1449,69
1450,69
1451,69
1452,69
1453,69
1454,69
1455,70
1456,70
1457,70
1458,70
1459,70
1460,70
1461,70
1402,70
1462,70
1463,70
1464,70
1465,70
1466,70
1467,70
739,70
1468,71
1469,71
1470,71
1471,71
1472,71
1473,71
1474,71
1475,71
1476,71
1477,71
1478,71
1479,71
1480,71
1481,71
1482,71
1483,71
1484,71
1485,71
1486,71
1487,71
1488,71
1489,71
1490,71
1491,71
1492,71
1493,71
1494,71
1495,71
1496,71
1497,71
1498,71
1499,71
1500,71
1501,71
1502,71
1503,71
1504,71
1505,71
1506,71
1507,71
1508,71
1509,71
1510,71
1511,71
1512,71
1513,71
1514,71
1515,71
1516,71
1517,71
1518,71
1519,71
1520,71
1521,71
1522,71
1523,71
1524,71
1525,71
1526,71
1527,71
1528,71
1529,71
1530,71
1531,71
1532,71
1533,71
1534,71
1535,71
1536,71
1244,71
1537,71
1538,72
1539,72
1540,72
1541,72
1542,72
1543,72
1544,72
1545,72
1546,72
1547,72
1548,72
1549,72
433,72
1550,72
1551,72
1552,72
1360,72
1553,72
1554,72
1555,72
1556,72
64,72
1557,72
1558,72
1559,72
1472,72
1560,72
1561,72
1562,73
1563,73
1564,73
1565,73
1566,73
1567,73
1568,73
1569,73
1570,73
1571,73
1572,73
1573,73
1574,73
1575,73
1576,73
1577,73
1578,73
1579,73
1580,73
1581,73
1582,73
1583,73
1584,73
1585,73
1586,73
1587,73
1588,73
1589,73
1590,74
1591,74
1592,74
1593,74
1594,74
1595,74
1596,74
1597,74
1598,74
1599,74
1600,74
1601,74
1602,74
1603,74
1604,74
1605,74
1606,75
1607,75
1608,75
1609,75
1610,75
1611,75
1612,75
1613,75
1614,75
1615,75
1477,75
1616,75
1617,75
1618,75
1619,75
1620,75
1621,75
1622,75
1623,75
941,76
1624,76
1625,76
1626,76
1627,76
1628,76
1629,76
1630,76
1631,76
1632,76
1633,76
1634,76
1635,76
1636,76
1637,76
1638,76
1639,77
1640,77
1641,77
1642,77
1643,77
1644,77
1645,77
1646,77
1647,77
1648,77
1649,77
1650,77
1651,77
1652,77
383,77
1653,77
1654,77
1655,77
1656,77
1657,77
1658,77
1659,77
1660,77
1661,77
1662,77
1663,77
1664,77
1665,77
1666,77
1667,78
1668,78
1669,78
1670,78
1671,78
579,78
1672,78
1673,78
1674,78
1675,78
1676,78
1677,78
1678,78
1679,78
1680,78
1681,78
1682,78
1683,78
1684,78
1685,78
1686,78
1687,78
1688,78
1689,78
1690,79
1691,79
1692,79
615,79
1693,79
1694,79
1695,79
1696,79
1697,79
1698,79
1699,80
883,80
1700,80
1701,80
1702,80
1703,80
1704,80
1705,80
1706,80
1707,80
1708,80
1709,80
1710,80
1711,80
1712,80
1713,80
1714,80
1715,80
1716,80
1240,80
952,80
1717,80
1718,80
1719,80
1686,80
1720,81
1721,81
1722,81
1723,81
1724,81
1725,81
1726,81
1727,81
1728,81
1675,81
1729,81
1272,81
1730,81
1731,81
1732,81
1733,81
1734,81
1735,81
1736,81
1737,81
1738,81
1739,81
1740,81
1741,81
1742,81
1743,81
1744,81
1745,81
1746,81
1747,81
1748,81
1749,81
1750,81
1751,81
1752,81
1753,81
1754,81
1755,81
952,81
1756,81
1757,81
1758,81
1759,81
462,82
1760,82
1761,82
1762,82
1763,82
1764,82
1744,82
1765,82
1364,82
1766,82
1767,82
1768,82
1769,82
1770,82
1771,82
1772,82
1773,82
1716,82
1774,82
1775,82
1776,82
1777,82
1778,82
1779,82
1780,82
1781,82
1782,82
1783,82
1784,82
1785,82
1786,82
1787,82
1788,83
1789,83
1790,83
1791,83
1681,83
1792,83
1748,83
1743,83
1793,83
1794,83
1795,83
1796,83
1797,83
1798,83
1799,83
1800,83
1801,83
890,83
1772,83
1802,83
1803,83
1804,83
1805,83
1806,84
1807,84
1808,84
1809,84
1810,84
1811,84
1812,84
1813,84
1814,84
1815,84
1816,84
1817,84
1818,84
1819,84
591,84
1735,84
1820,84
1821,84
1822,84
1823,84
1824,84
1825,84
590,84
1826,84
1239,84
1827,84
1828,84
1829,84
1830,84
1660,84
1831,84
1718,84
1832,84
1833,84
1834,84
1749,84
1597,85
1590,85
1835,85
1836,85
1606,85
1837,85
1838,85
1839,85
1840,85
1841,85
1842,85
1843,85
1844,85
1845,85
1846,85
1847,85
1848,85
1849,85
1850,85
1851,85
696,86
1852,86
1853,86
1854,86
1855,86
1856,86
1857,86
1858,86
1859,86
1860,86
1861,86
1862,86
1863,86
1864,86
1865,87
1720,87
1866,87
1867,87
878,87
1868,87
1869,87
1870,87
890,87
1871,87
1872,87
1873,87
954,87
1745,87
1874,87
1875,87
870,87
1876,87
1877,87
1878,87
1755,87
1752,87
1879,87
1789,88
1766,88
1880,88
1881,88
1882,88
1883,88
1884,88
462,88
1885,88
1744,88
1886,88
761,88
1019,88
1887,88
1888,88
1889,88
1890,88
1891,88
1774,88
1892,88
1893,88
1894,88
1895,88
1896,88
464,88
1897,88
1898,88
1803,88
1804,88
1899,88
1900,89
1901,89
1902,89
1903,89
1569,89
1904,89
1905,89
1906,89
1907,89
1908,89
1909,89
1910,89
1911,89
1912,89
1913,89
1914,89
1573,89
1915,89
1916,89
1917,89
1918,89
1919,89
1920,89
1570,89
1921,89
1922,89
1923,89
1924,89
1608,89
1925,89
1926,89
1927,89
1928,89
1929,89
1930,89
1931,89
1932,89
1933,89
1934,89
1935,89
1686,89
1936,89
1937,89
1938,89
1939,89
1940,89
1941,89
1942,89
1943,89
1944,90
1945,90
1946,90
1947,90
1541,90
1948,90
1949,90
1950,90
1951,90
1952,90
1953,90
1954,90
1955,91
1956,91
1957,91
1958,91
1959,91
1960,91
1961,91
1962,91
1963,91
1964,91
1965,91
1966,91
1967,91
1968,91
1969,91
1970,91
1971,91
1972,92
1973,92
1974,92
1975,92
1976,92
1977,92
1978,92
133,92
1979,92
1980,92
1981,92
1982,92
1983,92
1984,92
1985,92
1986,92
1987,92
1988,92
1989,93
1990,93
1444,93
1991,93
1992,93
1993,93
1994,93
1995,93
1996,93
1997,93
1998,93
1999,93
2000,93
2001,93
2002,93
2003,93
2004,93
2005,93
2006,93
2007,93
2008,93
2009,94
2010,94
568,94
2011,94
2012,94
236,94
2013,94
2014,94
2015,94
2016,94
2017,94
2018,94
1583,94
2019,94
2020,94
2021,94
2022,94
573,95
2023,95
527,95
2018,95
2024,95
2025,95
2026,95
1903,95
2027,95
2028,95
2029,95
2030,95
2031,95
791,95
2032,95
2033,96
2034,96
2035,96
2036,96
2037,96
2038,96
2039,96
2040,96
2041,96
2042,96
2043,96
2044,96
2045,96
2046,96
143,96
2047,97
2048,97
2049,97
2050,97
2051,97
2052,97
2053,97
888,97
2054,97
2055,97
2056,97
2057,97
2058,97
2059,97
1606,97
2060,97
2061,97
1601,97
2062,97
2063,97
2064,97
1025,97
1836,97
921,97
2065,97
2066,97
2067,98
2068,98
1836,98
2069,98
1606,98
2070,98
2056,98
888,98
2071,98
1847,98
1850,98
615,98
2072,98
2073,98
2074,98
2075,98
2076,99
2077,99
2078,99
2079,99
2080,99
2081,99
2082,99
2083,99
2084,99
2085,99
2086,99
2087,99
2088,99
2089,99
2090,99
2091,99
2092,99
2093,99
2094,99
2095,99
2096,99
2097,99
2098,99
2099,99
2100,99
2101,99
0,99
2102,99
2103,99
2104,99
2105,99
2106,99
2107,99
2108,99
2109,99
2110,99
2111,99
2112,99
2113,99
2114,99
2115,99
2116,99
2117,99
2118,99
2119,99
2120,99
2121,99
2122,99
2123,99
2124,99
2125,99
2126,99
2127,99
2128,99
2129,99
2130,99
2131,99
2132,99
2133,99
2134,99
2135,99
2136,99
2137,100
879,100
2138,100
2139,100
2140,100
1917,100
2141,100
2142,100
2143,100
2144,100
2145,100
2146,100
2147,100
1494,100
2148,100
2149,100
2150,100
2151,100
2152,101
2153,101
2154,101
2155,101
2156,101
2157,101
2158,101
2159,101
2160,101
2161,101
2162,101
2163,101
2164,101
2165,101
2166,101
2167,101
2168,101
2169,101
2170,101
2171,101
2172,101
2173,101
2174,102
2175,102
1468,102
2176,102
2177,102
2178,102
2179,102
2180,102
2181,102
2182,102
2183,102
2184,102
2185,102
2186,102
2187,102
2188,102
2189,102
2190,102
2191,103
2192,103
2193,103
2194,103
2195,103
2196,103
2197,103
2198,103
2199,103
2200,103
2201,103
2202,103
1870,103
2203,104
2204,104
1977,104
2205,104
2206,104
2207,104
2208,104
2209,104
2210,104
2211,104
2212,105
236,105
246,105
2213,105
2214,105
2215,105
242,105
2216,105
2217,105
2218,105
2219,105
569,105
2220,105
1782,105
2221,105
2222,105
2223,105
2224,105
2225,105
2226,105
253,105
2227,105
2228,105
2229,106
2230,106
2231,106
2232,106
2233,106
2234,106
2235,106
2236,106
2237,106
2238,106
2239,106
2240,106
2241,106
2242,106
359,106
2243,106
2244,107
2245,107
2246,107
2247,107
2248,107
2249,107
2250,107
2251,107
2252,107
2253,107
2254,107
2255,107
2256,107
2257,107
1402,107
2258,107
2259,107
2260,107
2261,107
2262,107
2263,107
2264,107
2265,107
2266,107
2267,107
2268,107
2269,107
2270,108
2271,108
2272,108
2256,108
2273,108
2274,108
1327,108
2275,108
2276,108
2277,108
2278,108
2279,108
2280,108
2281,108
1340,108
2282,108
2283,108
208,108
2284,108
2285,108
2286,108
148,108
2287,108
2288,108
2289,109
2290,109
2291,109
2292,109
2293,109
2294,109
837,109
2295,109
2296,109
2297,109
2298,109
2299,110
2300,110
2301,110
2302,110
2303,110
2304,110
2305,110
2306,110
2307,110
2308,110
2309,110
2310,110
2311,110
1757,110
2312,110
2313,110
873,110
2314,110
2315,110
2316,110
2317,110
2318,110
2319,110
2320,110
2321,110
1774,110
2322,110
2323,110
2324,110
2325,110
2326,110
2327,110
2328,110
2329,110
2330,110
2331,110
2332,110
2333,110
2334,110
2335,110
2336,110
2337,111
2338,111
1090,111
2339,111
2340,111
2341,111
2342,111
2343,111
2344,111
158,111
2345,111
2346,111
1082,111
2347,111
2348,111
2349,111
2350,111
2351,111
2352,111
2353,111
2354,111
2355,112
2356,112
2357,112
2358,112
2359,112
2360,112
2361,112
2362,112
2363,112
2364,112
2342,112
2365,112
2366,112
2367,112
2368,112
2369,112
2370,112
2371,112
2372,112
2373,112
936,112
2374,112
2375,112
2376,112
2377,112
2378,112
2379,112
2380,112
2381,112
1348,112
2382,112
2383,112
2384,112
2385,112
2386,112
2387,112
148,112
2388,112
2004,112
2389,112
2390,112
2391,112
2392,112
2393,112
2394,112
2395,112
940,112
2396,112
2397,113
2398,113
2399,113
2400,113
2401,113
2402,113
2403,113
2404,113
2405,113
2406,113
2407,113
2408,113
2409,113
2410,113
2411,113
2412,113
2413,113
2414,113
2415,113
1435,113
2416,113
2417,113
2418,113
2419,113
2420,113
2421,113
2422,113
2423,113
294,113
2424,114
2425,114
2426,114
2427,114
2428,114
2429,114
2430,114
356,114
2431,114
2432,114
410,114
2433,114
68,114
2434,114
2435,114
2436,114
2437,114
2438,114
2439,115
2440,115
2441,115
2442,115
2443,115
2444,115
2445,115
2446,115
2447,115
2448,115
2449,115
2450,115
2451,115
2452,115
2453,115
2454,115
2455,115
2456,115
2457,115
2458,115
2459,115
2460,115
2461,115
2462,115
2463,116
2464,116
2465,116
2466,116
2467,116
2468,116
2469,116
2470,116
664,116
2471,116
2472,116
2473,116
2474,116
2475,116
2476,116
2477,116
2478,116
2479,116
2480,116
2481,116
2482,116
2483,116
2484,116
1842,116
2485,116
2486,116
2487,116
2488,116
2489,116
2490,116
2491,116
966,116
2492,116
2493,116
2494,116
566,116
2495,117
2496,117
2497,117
2498,117
1699,117
2499,117
2500,117
2085,117
2501,117
2502,117
2503,117
2504,117
2505,117
2506,117
1772,117
2507,117
2508,117
2509,117
1259,117
1693,117
2510,117
2511,117
2512,117
1704,117
2327,117
2513,117
2514,118
2515,118
2516,118
2517,118
2518,118
2519,118
716,118
2520,118
2521,118
1365,118
2522,118
2484,118
2523,118
2524,118
2525,118
2526,118
2527,118
2528,118
2529,118
2530,118
2531,118
2532,118
2533,118
2534,118
2535,119
2536,119
2516,119
2537,119
754,119
2538,119
2539,119
2540,119
2528,119
2541,119
2542,119
2515,119
2543,119
2484,119
2544,119
2545,119
2546,119
2547,119
2548,119
2549,119
2550,119
2551,119
2552,119
2553,119
2554,119
2555,119
2556,120
2557,120
2558,120
32,120
2559,120
2560,120
2561,120
2562,120
2563,120
2564,120
2565,120
2566,120
2567,120
2568,120
2569,120
2570,121
2571,121
2572,121
2573,121
2574,121
2575,121
2576,121
2577,121
193,121
2578,121
2579,121
2580,121
661,121
2581,121
2582,122
2583,122
2584,122
2585,122
2586,122
2587,122
2588,122
2589,122
2193,122
2590,122
2591,122
2592,122
2593,122
2594,122
2595,122
2237,122
2596,122
2597,122
2598,122
2599,122
2600,122
2601,122
2602,122
2603,122
2604,122
2605,122
2606,122
2607,122
2608,122
621,122
1977,122
2609,122
2610,122
2611,122
2612,122
2613,122
2614,122
359,122
837,122
2615,122
2616,123
2617,123
2618,123
2619,123
2620,123
2621,123
2121,123
2622,123
2623,123
2624,123
2625,123
2626,123
2627,123
2628,123
1615,123
2629,123
653,123
2630,123
2631,124
2632,124
2633,124
2634,124
2635,124
2636,124
2637,124
2638,124
2639,124
2640,124
938,124
2641,124
2642,124
2643,124
2644,124
2645,124
2646,124
2647,124
2648,124
1991,124
2649,124
2650,124
2651,124
2652,124
2653,124
2654,124
2655,124
2656,124
2657,124
1417,124
2658,124
2659,124
2660,124
2005,124
2661,124
940,124
2662,125
2663,125
2664,125
2665,125
2666,125
2667,125
2668,125
2669,125
2670,125
2671,125
2672,125
2673,125
2674,125
2675,125
2676,125
2677,125
2678,125
2679,125
2680,125
2681,125
2682,125
2683,125
2652,125
2684,125
2685,125
2298,125
2686,125
2687,125
2688,126
2689,126
2690,126
2691,126
2692,126
2693,126
2694,126
2695,126
2696,126
2697,126
2698,126
2699,126
2700,127
2701,127
2702,127
2703,127
2704,127
2705,127
2706,127
2707,127
2708,127
2709,127
2710,127
2711,127
2712,128
2713,128
2714,128
2715,128
2716,128
2717,128
2718,128
2719,128
2720,128
2721,128
2722,128
2723,128
2724,128
2725,128
2726,128
2727,128
2728,128
2729,128
2730,128
2208,128
2731,128
2732,128
838,128
665,128
2733,128
2734,128
2587,128
2735,128
2736,129
2737,129
2738,129
2739,129
2740,129
2741,129
2742,129
2743,129
2744,129
2745,129
2746,129
2747,130
2748,130
2749,130
2750,130
2751,130
2752,130
2582,130
2753,130
2754,130
1996,130
2727,130
2755,130
2756,130
2757,130
2758,130
2759,130
2760,130
665,130
